unique_round_id,unique_fight_id,unique_event_id,round_number,fighter_name,knockdowns,total_strikes_landed,total_strikes_attempted,takedowns,takedowns_attempted,submission_attempts,control_time,reversals,guard_passes,significant_strikes_head_landed,significant_strikes_head_attempted,significant_strikes_body_landed,significant_strikes_body_attempted,significant_strikes_leg_landed,significant_strikes_leg_attempted,significant_strikes_standing_landed,significant_strikes_standing_attempted,significant_strikes_clinch_landed,significant_strikes_clinch_attempted,significant_strikes_ground_landed,significant_strikes_ground_attempted,fight_id,fight_title,winning_fighter_name,losing_fighter_name,weight_class,method_of_victory,specific_victory_details,ending_round,ending_time,fight_url
6243,2453,230,2,"Rob Font",0,41,79,1,2,1,0:59,0,1,28,64,8,10,3,3,29,66,10,11,0,0,2453,"UFC 213: Romero vs. Whittaker","Rob Font","Douglas Silva de Andrade",Bantamweight,SUB,"Guillotine Choke",2,4:36,a5a065cb6d33ba9e
6244,2453,230,2,"Douglas Silva de Andrade",0,18,53,1,1,0,0:08,0,0,11,39,3,7,2,4,15,47,1,3,0,0,2453,"UFC 213: Romero vs. Whittaker","Rob Font","Douglas Silva de Andrade",Bantamweight,SUB,"Guillotine Choke",2,4:36,a5a065cb6d33ba9e
6245,1626,151,1,"Iuri Alcantara",0,15,43,1,1,0,0:03,0,0,5,32,5,6,3,3,10,38,0,0,3,3,1626,"UFC 209: Woodley vs. Thompson 2","Iuri Alcantara","Luke Sanders",Bantamweight,SUB,Kneebar,2,3:13,4804776154430aad
6246,1626,151,1,"Luke Sanders",0,107,132,1,1,0,2:40,0,0,73,91,2,3,0,0,8,22,0,0,67,72,1626,"UFC 209: Woodley vs. Thompson 2","Iuri Alcantara","Luke Sanders",Bantamweight,SUB,Kneebar,2,3:13,4804776154430aad
6247,1626,151,2,"Iuri Alcantara",0,12,36,0,1,1,0:03,0,0,7,27,0,4,3,3,9,33,1,1,0,0,1626,"UFC 209: Woodley vs. Thompson 2","Iuri Alcantara","Luke Sanders",Bantamweight,SUB,Kneebar,2,3:13,4804776154430aad
6248,1626,151,2,"Luke Sanders",0,27,50,0,1,0,0:58,0,0,17,36,2,4,0,0,7,25,4,6,8,9,1626,"UFC 209: Woodley vs. Thompson 2","Iuri Alcantara","Luke Sanders",Bantamweight,SUB,Kneebar,2,3:13,4804776154430aad
6249,2887,267,1,"Rani Yahya",0,4,8,0,2,2,0:04,0,0,1,4,1,1,2,3,4,8,0,0,0,0,2887,"UFC Fight Night: Gaethje vs. Vick","Rani Yahya","Luke Sanders",Bantamweight,SUB,"Heel Hook",1,1:31,5362ea7c63432cf9
6250,2887,267,1,"Luke Sanders",0,2,4,0,0,0,0:22,0,0,2,4,0,0,0,0,2,3,0,0,0,1,2887,"UFC Fight Night: Gaethje vs. Vick","Rani Yahya","Luke Sanders",Bantamweight,SUB,"Heel Hook",1,1:31,5362ea7c63432cf9
6251,588,54,1,"Luke Sanders",0,32,59,0,1,0,1:49,0,0,14,39,4,5,0,0,16,38,2,6,0,0,588,"UFC Fight Night: Swanson vs. Ortega","Andre Soukhamthath","Luke Sanders",Bantamweight,KO/TKO,Punches,2,1:06,fbce8f52689bce87
6252,588,54,1,"Andre Soukhamthath",0,11,26,0,0,0,0:00,0,0,4,19,3,3,1,1,5,20,3,3,0,0,588,"UFC Fight Night: Swanson vs. Ortega","Andre Soukhamthath","Luke Sanders",Bantamweight,KO/TKO,Punches,2,1:06,fbce8f52689bce87
6253,588,54,2,"Luke Sanders",0,5,23,0,0,0,0:00,0,0,5,22,0,1,0,0,5,23,0,0,0,0,588,"UFC Fight Night: Swanson vs. Ortega","Andre Soukhamthath","Luke Sanders",Bantamweight,KO/TKO,Punches,2,1:06,fbce8f52689bce87
6254,588,54,2,"Andre Soukhamthath",1,12,26,0,0,0,0:00,0,0,12,25,0,1,0,0,5,17,0,0,7,9,588,"UFC Fight Night: Swanson vs. Ortega","Andre Soukhamthath","Luke Sanders",Bantamweight,KO/TKO,Punches,2,1:06,fbce8f52689bce87
6255,2871,266,1,"Marlon Vera",0,14,26,0,1,1,0:00,0,0,5,15,2,3,2,3,5,16,0,0,4,5,2871,"UFC Fight Night: Joanna vs. Waterson","Marlon Vera","Andre Ewell",Bantamweight,KO/TKO,Elbows,3,3:17,70f01e9ff0b4e519
6256,2871,266,1,"Andre Ewell",0,31,54,0,0,0,2:33,0,0,10,32,4,5,0,0,14,36,0,0,0,1,2871,"UFC Fight Night: Joanna vs. Waterson","Marlon Vera","Andre Ewell",Bantamweight,KO/TKO,Elbows,3,3:17,70f01e9ff0b4e519
6257,2871,266,2,"Marlon Vera",0,30,58,0,0,0,0:34,0,0,9,31,7,11,12,14,22,46,6,10,0,0,2871,"UFC Fight Night: Joanna vs. Waterson","Marlon Vera","Andre Ewell",Bantamweight,KO/TKO,Elbows,3,3:17,70f01e9ff0b4e519
6258,2871,266,2,"Andre Ewell",0,19,48,0,1,0,0:00,0,0,14,40,5,8,0,0,18,46,1,2,0,0,2871,"UFC Fight Night: Joanna vs. Waterson","Marlon Vera","Andre Ewell",Bantamweight,KO/TKO,Elbows,3,3:17,70f01e9ff0b4e519
6259,2871,266,3,"Marlon Vera",0,43,56,0,0,1,0:38,0,0,27,37,10,12,6,7,24,33,9,11,10,12,2871,"UFC Fight Night: Joanna vs. Waterson","Marlon Vera","Andre Ewell",Bantamweight,KO/TKO,Elbows,3,3:17,70f01e9ff0b4e519
6260,2871,266,3,"Andre Ewell",0,17,46,0,0,0,0:00,0,0,14,40,2,5,1,1,17,42,0,4,0,0,2871,"UFC Fight Night: Joanna vs. Waterson","Marlon Vera","Andre Ewell",Bantamweight,KO/TKO,Elbows,3,3:17,70f01e9ff0b4e519
6261,1047,95,1,"Brian Kelleher",0,14,22,1,3,0,1:04,0,0,2,7,3,3,3,6,5,12,3,4,0,0,1047,"UFC Fight Night: Weidman vs. Gastelum","Marlon Vera","Brian Kelleher",Bantamweight,SUB,Armbar,1,2:18,573908b71b361312
6262,1047,95,1,"Marlon Vera",0,5,15,0,0,2,0:07,0,0,2,11,2,3,1,1,4,14,1,1,0,0,1047,"UFC Fight Night: Weidman vs. Gastelum","Marlon Vera","Brian Kelleher",Bantamweight,SUB,Armbar,1,2:18,573908b71b361312
6263,1369,127,1,"Raphael Assuncao",0,16,26,0,0,0,0:00,0,0,6,13,3,4,7,9,16,26,0,0,0,0,1369,"UFC Fight Night: Shevchenko vs. Pena","Raphael Assuncao","Aljamain Sterling",Bantamweight,S-DEC,NULL,3,5:00,637f561cd731fb44
6264,1369,127,1,"Aljamain Sterling",0,21,46,0,0,0,0:02,0,0,4,21,4,7,13,18,21,46,0,0,0,0,1369,"UFC Fight Night: Shevchenko vs. Pena","Raphael Assuncao","Aljamain Sterling",Bantamweight,S-DEC,NULL,3,5:00,637f561cd731fb44
6265,1369,127,2,"Raphael Assuncao",0,11,34,0,0,0,0:00,0,0,1,21,4,5,6,8,11,34,0,0,0,0,1369,"UFC Fight Night: Shevchenko vs. Pena","Raphael Assuncao","Aljamain Sterling",Bantamweight,S-DEC,NULL,3,5:00,637f561cd731fb44
6266,1369,127,2,"Aljamain Sterling",0,13,51,0,1,0,0:00,0,0,2,33,2,6,9,12,13,51,0,0,0,0,1369,"UFC Fight Night: Shevchenko vs. Pena","Raphael Assuncao","Aljamain Sterling",Bantamweight,S-DEC,NULL,3,5:00,637f561cd731fb44
6267,1369,127,3,"Raphael Assuncao",0,12,41,0,0,0,0:00,0,0,3,26,1,5,8,10,12,41,0,0,0,0,1369,"UFC Fight Night: Shevchenko vs. Pena","Raphael Assuncao","Aljamain Sterling",Bantamweight,S-DEC,NULL,3,5:00,637f561cd731fb44
6268,1369,127,3,"Aljamain Sterling",0,18,75,0,2,0,0:00,0,0,12,58,3,8,3,9,18,75,0,0,0,0,1369,"UFC Fight Night: Shevchenko vs. Pena","Raphael Assuncao","Aljamain Sterling",Bantamweight,S-DEC,NULL,3,5:00,637f561cd731fb44
6269,583,54,1,"Marlon Moraes",2,10,17,0,0,0,0:13,0,0,6,13,1,1,0,0,5,12,0,0,2,2,583,"UFC Fight Night: Swanson vs. Ortega","Marlon Moraes","Aljamain Sterling",Bantamweight,KO/TKO,Knee,1,1:07,1aaa1a9ceecd6063
6270,583,54,1,"Aljamain Sterling",0,3,10,0,0,0,0:00,0,0,1,7,1,1,1,2,3,8,0,0,0,2,583,"UFC Fight Night: Swanson vs. Ortega","Marlon Moraes","Aljamain Sterling",Bantamweight,KO/TKO,Knee,1,1:07,1aaa1a9ceecd6063
6271,953,87,1,"Aljamain Sterling",0,28,41,1,2,2,3:40,0,1,3,13,1,2,3,5,4,15,0,0,3,5,953,"UFC Fight Night: Almeida vs Garbrandt","Bryan Caraway","Aljamain Sterling",Bantamweight,S-DEC,NULL,3,5:00,6e093a1d4286dad6
6272,953,87,1,"Bryan Caraway",0,28,31,0,0,0,0:00,0,0,1,3,0,1,0,0,1,4,0,0,0,0,953,"UFC Fight Night: Almeida vs Garbrandt","Bryan Caraway","Aljamain Sterling",Bantamweight,S-DEC,NULL,3,5:00,6e093a1d4286dad6
6273,953,87,2,"Aljamain Sterling",0,21,37,0,1,0,0:11,0,0,5,17,10,12,4,5,12,25,7,9,0,0,953,"UFC Fight Night: Almeida vs Garbrandt","Bryan Caraway","Aljamain Sterling",Bantamweight,S-DEC,NULL,3,5:00,6e093a1d4286dad6
6274,953,87,2,"Bryan Caraway",0,26,42,1,2,0,2:42,0,2,5,17,1,1,0,0,6,17,0,1,0,0,953,"UFC Fight Night: Almeida vs Garbrandt","Bryan Caraway","Aljamain Sterling",Bantamweight,S-DEC,NULL,3,5:00,6e093a1d4286dad6
6275,953,87,3,"Aljamain Sterling",0,7,13,0,0,0,0:00,0,0,1,4,3,4,2,2,6,10,0,0,0,0,953,"UFC Fight Night: Almeida vs Garbrandt","Bryan Caraway","Aljamain Sterling",Bantamweight,S-DEC,NULL,3,5:00,6e093a1d4286dad6
6276,953,87,3,"Bryan Caraway",0,15,23,2,4,0,3:53,0,3,2,8,0,1,0,0,2,9,0,0,0,0,953,"UFC Fight Night: Almeida vs Garbrandt","Bryan Caraway","Aljamain Sterling",Bantamweight,S-DEC,NULL,3,5:00,6e093a1d4286dad6
6277,3085,285,1,"TJ Dillashaw",0,2,21,0,0,0,0:00,0,0,0,13,1,4,1,4,2,21,0,0,0,0,3085,"The Ultimate Fighter: Team Bisping vs Team Miller ","John Dodson","TJ Dillashaw",Bantamweight,KO/TKO,Punches,1,1:54,9a3908ab337c5f3f
6278,3085,285,1,"John Dodson",1,8,25,0,0,0,0:03,0,0,6,21,0,1,1,2,5,22,0,0,2,2,3085,"The Ultimate Fighter: Team Bisping vs Team Miller ","John Dodson","TJ Dillashaw",Bantamweight,KO/TKO,Punches,1,1:54,9a3908ab337c5f3f
6281,273,26,1,"Mitch Gagnon",0,7,20,0,1,0,1:31,0,0,4,16,1,2,2,2,4,13,3,7,0,0,273,"UFC Fight Night: Iaquinta vs. Cowboy","Cole Smith","Mitch Gagnon",Bantamweight,U-DEC,NULL,3,5:00,16a05f3c4a765f65
6282,273,26,1,"Cole Smith",0,17,37,1,3,0,1:45,0,0,4,13,4,12,7,10,9,28,6,7,0,0,273,"UFC Fight Night: Iaquinta vs. Cowboy","Cole Smith","Mitch Gagnon",Bantamweight,U-DEC,NULL,3,5:00,16a05f3c4a765f65
6283,273,26,2,"Mitch Gagnon",0,13,31,0,0,0,0:23,1,0,4,16,1,5,0,2,3,18,1,4,1,1,273,"UFC Fight Night: Iaquinta vs. Cowboy","Cole Smith","Mitch Gagnon",Bantamweight,U-DEC,NULL,3,5:00,16a05f3c4a765f65
6284,273,26,2,"Cole Smith",0,19,41,1,1,1,2:30,0,1,5,18,4,10,6,7,11,27,3,7,1,1,273,"UFC Fight Night: Iaquinta vs. Cowboy","Cole Smith","Mitch Gagnon",Bantamweight,U-DEC,NULL,3,5:00,16a05f3c4a765f65
6285,273,26,3,"Mitch Gagnon",1,3,11,0,0,2,0:12,0,1,3,10,0,1,0,0,2,9,0,0,1,2,273,"UFC Fight Night: Iaquinta vs. Cowboy","Cole Smith","Mitch Gagnon",Bantamweight,U-DEC,NULL,3,5:00,16a05f3c4a765f65
6286,273,26,3,"Cole Smith",0,20,33,0,0,1,3:47,0,1,4,10,1,4,3,4,7,17,1,1,0,0,273,"UFC Fight Night: Iaquinta vs. Cowboy","Cole Smith","Mitch Gagnon",Bantamweight,U-DEC,NULL,3,5:00,16a05f3c4a765f65
6287,2789,260,1,"Renan Barao",0,17,34,2,3,0,2:30,0,2,7,23,1,1,2,2,4,14,1,5,5,7,2789,"UFC on FUEL TV: Barao vs McDonald","Renan Barao","Michael McDonald",Bantamweight,SUB,"Arm Triangle",4,3:57,3dbf17b9946d26db
6288,2789,260,1,"Michael McDonald",0,13,29,0,0,0,0:00,0,0,10,26,0,0,0,0,5,19,5,7,0,0,2789,"UFC on FUEL TV: Barao vs McDonald","Renan Barao","Michael McDonald",Bantamweight,SUB,"Arm Triangle",4,3:57,3dbf17b9946d26db
6289,2789,260,2,"Renan Barao",0,10,30,1,1,0,0:06,0,0,8,27,0,1,2,2,10,29,0,0,0,1,2789,"UFC on FUEL TV: Barao vs McDonald","Renan Barao","Michael McDonald",Bantamweight,SUB,"Arm Triangle",4,3:57,3dbf17b9946d26db
6290,2789,260,2,"Michael McDonald",0,6,27,0,0,0,0:00,0,0,6,27,0,0,0,0,5,25,0,1,1,1,2789,"UFC on FUEL TV: Barao vs McDonald","Renan Barao","Michael McDonald",Bantamweight,SUB,"Arm Triangle",4,3:57,3dbf17b9946d26db
6291,2789,260,3,"Renan Barao",0,11,32,1,3,0,0:27,0,1,9,26,1,4,1,1,8,24,3,7,0,0,2789,"UFC on FUEL TV: Barao vs McDonald","Renan Barao","Michael McDonald",Bantamweight,SUB,"Arm Triangle",4,3:57,3dbf17b9946d26db
6292,2789,260,3,"Michael McDonald",0,4,23,0,0,0,0:00,0,0,4,23,0,0,0,0,3,20,1,3,0,0,2789,"UFC on FUEL TV: Barao vs McDonald","Renan Barao","Michael McDonald",Bantamweight,SUB,"Arm Triangle",4,3:57,3dbf17b9946d26db
6293,2789,260,4,"Renan Barao",0,5,25,0,3,1,0:55,0,1,4,21,0,3,1,1,3,21,2,4,0,0,2789,"UFC on FUEL TV: Barao vs McDonald","Renan Barao","Michael McDonald",Bantamweight,SUB,"Arm Triangle",4,3:57,3dbf17b9946d26db
6294,2789,260,4,"Michael McDonald",0,6,16,0,1,0,0:00,0,0,6,16,0,0,0,0,5,13,1,3,0,0,2789,"UFC on FUEL TV: Barao vs McDonald","Renan Barao","Michael McDonald",Bantamweight,SUB,"Arm Triangle",4,3:57,3dbf17b9946d26db
6295,1422,132,1,"Brad Pickett",0,10,56,0,0,0,0:00,0,0,9,50,1,6,0,0,10,56,0,0,0,0,1422,"UFC 138: Leben vs Munoz","Renan Barao","Brad Pickett",Bantamweight,SUB,"Rear Naked Choke",1,4:09,3ca05de15ddd658b
6296,1422,132,1,"Renan Barao",1,38,99,0,1,1,0:46,0,1,29,82,3,9,5,7,33,84,0,0,4,14,1422,"UFC 138: Leben vs Munoz","Renan Barao","Brad Pickett",Bantamweight,SUB,"Rear Naked Choke",1,4:09,3ca05de15ddd658b
6297,3191,294,1,"Brad Pickett",0,1,3,0,0,0,0:11,0,0,0,1,1,1,0,1,0,2,1,1,0,0,3191,"UFC 204: Bisping vs. Henderson","Iuri Alcantara","Brad Pickett",Bantamweight,SUB,"Triangle Choke",1,1:59,2f9a8807807b80d6
6298,3191,294,1,"Iuri Alcantara",1,26,39,0,0,2,0:29,0,2,22,33,4,6,0,0,10,21,1,1,15,17,3191,"UFC 204: Bisping vs. Henderson","Iuri Alcantara","Brad Pickett",Bantamweight,SUB,"Triangle Choke",1,1:59,2f9a8807807b80d6
6299,2179,206,1,"Urijah Faber",1,44,64,0,1,0,1:57,0,1,30,46,2,4,1,1,11,23,1,1,21,27,2179,"UFC Fight Night: VanZant vs. Waterson","Urijah Faber","Brad Pickett",Bantamweight,U-DEC,NULL,3,5:00,2cdf841a057d9039
6300,2179,206,1,"Brad Pickett",0,3,22,1,1,0,0:27,0,0,1,15,0,0,2,7,3,21,0,1,0,0,2179,"UFC Fight Night: VanZant vs. Waterson","Urijah Faber","Brad Pickett",Bantamweight,U-DEC,NULL,3,5:00,2cdf841a057d9039
6301,2179,206,2,"Urijah Faber",0,18,48,2,4,1,1:34,0,0,11,38,1,1,2,2,10,36,0,0,4,5,2179,"UFC Fight Night: VanZant vs. Waterson","Urijah Faber","Brad Pickett",Bantamweight,U-DEC,NULL,3,5:00,2cdf841a057d9039
6302,2179,206,2,"Brad Pickett",0,12,31,0,0,0,0:00,0,0,4,18,1,3,5,8,10,29,0,0,0,0,2179,"UFC Fight Night: VanZant vs. Waterson","Urijah Faber","Brad Pickett",Bantamweight,U-DEC,NULL,3,5:00,2cdf841a057d9039
6303,2179,206,3,"Urijah Faber",0,27,39,3,5,0,2:50,0,3,20,30,2,2,1,2,8,16,1,3,14,15,2179,"UFC Fight Night: VanZant vs. Waterson","Urijah Faber","Brad Pickett",Bantamweight,U-DEC,NULL,3,5:00,2cdf841a057d9039
6304,2179,206,3,"Brad Pickett",0,5,14,0,0,0,0:04,1,0,3,9,0,1,2,4,4,13,0,0,1,1,2179,"UFC Fight Night: VanZant vs. Waterson","Urijah Faber","Brad Pickett",Bantamweight,U-DEC,NULL,3,5:00,2cdf841a057d9039
6325,1439,133,1,"Takeya Mizugaki",0,35,58,1,1,0,1:51,0,1,19,39,5,7,3,3,19,37,7,10,1,2,1439,"UFC 135: Jones vs Rampage","Takeya Mizugaki","Cole Escovedo",Bantamweight,KO/TKO,Punches,2,4:30,eb5b6287ba73640d
6326,1439,133,1,"Cole Escovedo ",0,23,30,0,0,0,0:40,0,0,7,13,12,13,1,1,7,11,13,16,0,0,1439,"UFC 135: Jones vs Rampage","Takeya Mizugaki","Cole Escovedo",Bantamweight,KO/TKO,Punches,2,4:30,eb5b6287ba73640d
6327,1439,133,2,"Takeya Mizugaki",2,50,88,0,0,0,0:44,0,0,31,65,8,11,4,4,27,49,14,25,2,6,1439,"UFC 135: Jones vs Rampage","Takeya Mizugaki","Cole Escovedo",Bantamweight,KO/TKO,Punches,2,4:30,eb5b6287ba73640d
6328,1439,133,2,"Cole Escovedo ",0,10,26,0,0,0,0:00,0,0,3,16,4,6,2,2,8,20,1,4,0,0,1439,"UFC 135: Jones vs Rampage","Takeya Mizugaki","Cole Escovedo",Bantamweight,KO/TKO,Punches,2,4:30,eb5b6287ba73640d
6329,36,4,1,"Cole Escovedo ",0,6,31,0,1,0,--,0,0,0,23,0,1,6,7,6,31,0,0,0,0,36,"WEC 23: Hot August Fights","Antonio Banuelos","Cole Escovedo",Bantamweight,U-DEC,NULL,3,5:00,3357eff66d95fa5b
6330,36,4,1,"Antonio Banuelos ",1,15,43,1,1,0,--,0,0,12,39,1,1,2,3,12,34,0,0,3,9,36,"WEC 23: Hot August Fights","Antonio Banuelos","Cole Escovedo",Bantamweight,U-DEC,NULL,3,5:00,3357eff66d95fa5b
6331,36,4,2,"Cole Escovedo ",0,16,24,0,0,0,--,0,0,4,12,2,2,8,8,13,21,1,1,0,0,36,"WEC 23: Hot August Fights","Antonio Banuelos","Cole Escovedo",Bantamweight,U-DEC,NULL,3,5:00,3357eff66d95fa5b
6332,36,4,2,"Antonio Banuelos ",0,11,34,2,3,0,--,0,0,3,23,0,0,1,1,4,24,0,0,0,0,36,"WEC 23: Hot August Fights","Antonio Banuelos","Cole Escovedo",Bantamweight,U-DEC,NULL,3,5:00,3357eff66d95fa5b
6333,36,4,3,"Cole Escovedo ",0,6,16,0,0,0,--,0,0,1,9,0,0,3,4,3,8,1,5,0,0,36,"WEC 23: Hot August Fights","Antonio Banuelos","Cole Escovedo",Bantamweight,U-DEC,NULL,3,5:00,3357eff66d95fa5b
6334,36,4,3,"Antonio Banuelos ",0,37,65,1,1,0,--,0,1,16,36,1,1,0,0,1,5,0,0,16,32,36,"WEC 23: Hot August Fights","Antonio Banuelos","Cole Escovedo",Bantamweight,U-DEC,NULL,3,5:00,3357eff66d95fa5b
6427,2259,212,1,"Rani Yahya",0,41,46,1,1,1,4:07,0,2,0,1,14,14,0,0,0,1,0,0,14,14,2259,"UFC Fight Night: Emmett vs. Stephens","Rani Yahya","Russell Doane",Bantamweight,SUB,"Arm Triangle",3,2:32,bf8f747e57d6d1c7
6428,2259,212,1,"Russell Doane",0,2,4,0,0,0,0:00,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2259,"UFC Fight Night: Emmett vs. Stephens","Rani Yahya","Russell Doane",Bantamweight,SUB,"Arm Triangle",3,2:32,bf8f747e57d6d1c7
6429,2259,212,2,"Rani Yahya",0,60,98,1,1,0,4:39,0,1,1,2,0,0,0,0,0,1,0,0,1,1,2259,"UFC Fight Night: Emmett vs. Stephens","Rani Yahya","Russell Doane",Bantamweight,SUB,"Arm Triangle",3,2:32,bf8f747e57d6d1c7
6430,2259,212,2,"Russell Doane",0,11,22,1,1,0,0:00,0,0,0,1,0,1,0,0,0,2,0,0,0,0,2259,"UFC Fight Night: Emmett vs. Stephens","Rani Yahya","Russell Doane",Bantamweight,SUB,"Arm Triangle",3,2:32,bf8f747e57d6d1c7
6431,2259,212,3,"Rani Yahya",0,4,5,0,1,1,1:13,1,2,0,1,0,0,2,2,2,3,0,0,0,0,2259,"UFC Fight Night: Emmett vs. Stephens","Rani Yahya","Russell Doane",Bantamweight,SUB,"Arm Triangle",3,2:32,bf8f747e57d6d1c7
6432,2259,212,3,"Russell Doane",0,2,4,0,0,0,0:22,0,1,0,2,2,2,0,0,2,4,0,0,0,0,2259,"UFC Fight Night: Emmett vs. Stephens","Rani Yahya","Russell Doane",Bantamweight,SUB,"Arm Triangle",3,2:32,bf8f747e57d6d1c7
6433,2821,262,1,"Russell Doane",0,5,10,1,2,0,2:26,0,1,0,5,0,0,0,0,0,5,0,0,0,0,2821,"The Ultimate Fighter: American Top Team vs. Blackz","Jerrod Sanders","Russell Doane",Bantamweight,U-DEC,NULL,3,5:00,c8ec30a470f08748
6434,2821,262,1,"Jerrod Sanders",0,9,10,0,1,1,1:49,0,2,3,4,0,0,0,0,2,3,0,0,1,1,2821,"The Ultimate Fighter: American Top Team vs. Blackz","Jerrod Sanders","Russell Doane",Bantamweight,U-DEC,NULL,3,5:00,c8ec30a470f08748
6435,2821,262,2,"Russell Doane",0,17,25,0,0,1,1:37,1,2,6,10,3,3,0,0,2,3,6,9,1,1,2821,"The Ultimate Fighter: American Top Team vs. Blackz","Jerrod Sanders","Russell Doane",Bantamweight,U-DEC,NULL,3,5:00,c8ec30a470f08748
6436,2821,262,2,"Jerrod Sanders",0,15,17,2,6,2,3:03,0,2,2,2,0,0,0,0,0,0,0,0,2,2,2821,"The Ultimate Fighter: American Top Team vs. Blackz","Jerrod Sanders","Russell Doane",Bantamweight,U-DEC,NULL,3,5:00,c8ec30a470f08748
6437,2821,262,3,"Russell Doane",1,12,16,0,0,2,2:22,1,3,4,6,0,2,0,0,1,5,0,0,3,3,2821,"The Ultimate Fighter: American Top Team vs. Blackz","Jerrod Sanders","Russell Doane",Bantamweight,U-DEC,NULL,3,5:00,c8ec30a470f08748
6438,2821,262,3,"Jerrod Sanders",0,23,30,1,1,0,1:50,1,4,5,10,5,5,0,1,3,8,4,5,3,3,2821,"The Ultimate Fighter: American Top Team vs. Blackz","Jerrod Sanders","Russell Doane",Bantamweight,U-DEC,NULL,3,5:00,c8ec30a470f08748
6439,2347,220,1,"Russell Doane",0,18,41,0,0,0,0:08,0,0,11,30,6,10,1,1,17,40,1,1,0,0,2347,"UFC Fight Night: Dos Anjos vs. Alvarez","Pedro Munhoz","Russell Doane",Bantamweight,SUB,"Guillotine Choke",1,2:08,a815119606930378
6440,2347,220,1,"Pedro Munhoz",0,14,25,1,2,1,0:20,0,0,8,16,3,5,3,4,14,24,0,1,0,0,2347,"UFC Fight Night: Dos Anjos vs. Alvarez","Pedro Munhoz","Russell Doane",Bantamweight,SUB,"Guillotine Choke",1,2:08,a815119606930378
6463,761,68,1,"Iuri Alcantara",1,17,30,0,0,0,0:06,0,1,13,26,3,3,1,1,8,17,1,2,8,11,761,"UFC Fight Night: Machida vs. Anders","Iuri Alcantara","Joe Soto",Bantamweight,KO/TKO,Punches,1,1:06,fa77134e0d90da3b
6464,761,68,1,"Joe Soto",0,1,2,0,1,0,0:00,0,0,1,1,0,0,0,1,1,2,0,0,0,0,761,"UFC Fight Night: Machida vs. Anders","Iuri Alcantara","Joe Soto",Bantamweight,KO/TKO,Punches,1,1:06,fa77134e0d90da3b
6465,2443,229,1,"Joe Soto",0,0,0,0,1,0,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2443,"The Ultimate Fighter: A New World Champion Finale","Brett Johns","Joe Soto",Bantamweight,SUB,"Other - Lock",1,0:30,37835a0f9bbb4d4e
6466,2443,229,1,"Brett Johns",0,1,9,0,0,1,0:00,0,0,1,9,0,0,0,0,1,9,0,0,0,0,2443,"The Ultimate Fighter: A New World Champion Finale","Brett Johns","Joe Soto",Bantamweight,SUB,"Other - Lock",1,0:30,37835a0f9bbb4d4e
6467,2504,234,1,"Alejandro Perez",0,1,14,0,0,0,0:00,0,0,0,11,0,0,1,3,1,14,0,0,0,0,2504,"UFC 239: Jones vs. Santos","Song Yadong","Alejandro Perez",Bantamweight,KO/TKO,Punch,1,2:04,00f4b6184f6315d0
6468,2504,234,1,"Song Yadong",1,8,20,0,0,0,0:01,0,0,6,15,1,2,1,3,7,19,0,0,1,1,2504,"UFC 239: Jones vs. Santos","Song Yadong","Alejandro Perez",Bantamweight,KO/TKO,Punch,1,2:04,00f4b6184f6315d0
6469,569,53,1,"Jimmie Rivera",0,0,3,0,0,0,0:00,0,0,0,3,0,0,0,0,0,3,0,0,0,0,569,"UFC Fight Night: Rivera vs. Moraes","Marlon Moraes","Jimmie Rivera",Bantamweight,KO/TKO,Kick,1,0:33,69b147aaaafeb47d
6470,569,53,1,"Marlon Moraes",1,7,9,0,0,0,0:00,0,0,6,8,0,0,1,1,2,3,0,0,5,6,569,"UFC Fight Night: Rivera vs. Moraes","Marlon Moraes","Jimmie Rivera",Bantamweight,KO/TKO,Kick,1,0:33,69b147aaaafeb47d
6471,3203,295,1,"Jimmie Rivera",0,11,16,0,0,0,1:27,0,0,1,4,2,4,4,4,2,7,5,5,0,0,3203,"UFC Fight Night: Ngannou vs. Velasquez","Aljamain Sterling","Jimmie Rivera",Bantamweight,U-DEC,NULL,3,5:00,58e21d505c082a9e
6472,3203,295,1,"Aljamain Sterling",0,46,57,0,3,0,2:09,0,0,0,7,16,18,5,5,4,10,17,20,0,0,3203,"UFC Fight Night: Ngannou vs. Velasquez","Aljamain Sterling","Jimmie Rivera",Bantamweight,U-DEC,NULL,3,5:00,58e21d505c082a9e
6473,3203,295,2,"Jimmie Rivera",0,14,32,0,0,0,0:49,0,0,2,16,3,6,4,4,8,25,1,1,0,0,3203,"UFC Fight Night: Ngannou vs. Velasquez","Aljamain Sterling","Jimmie Rivera",Bantamweight,U-DEC,NULL,3,5:00,58e21d505c082a9e
6474,3203,295,2,"Aljamain Sterling",0,50,82,0,2,0,0:36,0,0,19,47,15,18,14,15,42,71,6,9,0,0,3203,"UFC Fight Night: Ngannou vs. Velasquez","Aljamain Sterling","Jimmie Rivera",Bantamweight,U-DEC,NULL,3,5:00,58e21d505c082a9e
6475,3203,295,3,"Jimmie Rivera",0,11,49,0,0,0,0:34,0,1,5,39,2,6,1,1,7,45,1,1,0,0,3203,"UFC Fight Night: Ngannou vs. Velasquez","Aljamain Sterling","Jimmie Rivera",Bantamweight,U-DEC,NULL,3,5:00,58e21d505c082a9e
