unique_round_id,unique_fight_id,unique_event_id,round_number,fighter_name,knockdowns,total_strikes_landed,total_strikes_attempted,takedowns,takedowns_attempted,submission_attempts,control_time,reversals,guard_passes,significant_strikes_head_landed,significant_strikes_head_attempted,significant_strikes_body_landed,significant_strikes_body_attempted,significant_strikes_leg_landed,significant_strikes_leg_attempted,significant_strikes_standing_landed,significant_strikes_standing_attempted,significant_strikes_clinch_landed,significant_strikes_clinch_attempted,significant_strikes_ground_landed,significant_strikes_ground_attempted,fight_id,fight_title,winning_fighter_name,losing_fighter_name,weight_class,method_of_victory,specific_victory_details,ending_round,ending_time,fight_url
8679,1351,125,1,"Bryan Caraway",0,45,69,1,7,0,3:02,0,3,9,24,2,4,0,0,8,23,2,4,1,1,1351,"UFC 222: Cyborg vs. Kunitskaya","Cody Stamann","Bryan Caraway",Bantamweight,S-DEC,NULL,3,5:00,12a64dfb8147566b
8680,1351,125,1,"Cody Stamann",0,26,45,0,0,0,0:00,0,0,10,29,4,4,1,1,6,23,9,11,0,0,1351,"UFC 222: Cyborg vs. Kunitskaya","Cody Stamann","Bryan Caraway",Bantamweight,S-DEC,NULL,3,5:00,12a64dfb8147566b
8681,1351,125,2,"Bryan Caraway",0,32,75,0,10,0,0:45,0,0,22,65,1,1,0,0,18,57,5,9,0,0,1351,"UFC 222: Cyborg vs. Kunitskaya","Cody Stamann","Bryan Caraway",Bantamweight,S-DEC,NULL,3,5:00,12a64dfb8147566b
8682,1351,125,2,"Cody Stamann",0,34,60,0,0,0,0:00,0,0,24,48,5,6,3,4,25,49,7,9,0,0,1351,"UFC 222: Cyborg vs. Kunitskaya","Cody Stamann","Bryan Caraway",Bantamweight,S-DEC,NULL,3,5:00,12a64dfb8147566b
8683,1351,125,3,"Bryan Caraway",0,39,92,0,6,0,1:12,0,0,19,67,1,2,5,5,24,67,1,7,0,0,1351,"UFC 222: Cyborg vs. Kunitskaya","Cody Stamann","Bryan Caraway",Bantamweight,S-DEC,NULL,3,5:00,12a64dfb8147566b
8684,1351,125,3,"Cody Stamann",0,55,81,0,1,0,0:00,0,0,33,55,12,16,3,3,34,56,14,18,0,0,1351,"UFC 222: Cyborg vs. Kunitskaya","Cody Stamann","Bryan Caraway",Bantamweight,S-DEC,NULL,3,5:00,12a64dfb8147566b
8685,557,52,1,"TJ Dillashaw",2,51,78,0,0,0,0:29,0,0,37,60,5,6,3,6,16,38,15,16,14,18,557,"UFC 227: Dillashaw vs. Garbrandt 2","TJ Dillashaw","Cody Garbrandt",Bantamweight,KO/TKO,Punches,1,4:10,de32c5a78aaf89e9
8686,557,52,1,"Cody Garbrandt",0,17,43,0,2,0,0:00,0,0,14,37,2,5,1,1,14,39,3,4,0,0,557,"UFC 227: Dillashaw vs. Garbrandt 2","TJ Dillashaw","Cody Garbrandt",Bantamweight,KO/TKO,Punches,1,4:10,de32c5a78aaf89e9
8687,1587,147,1,"Cody Garbrandt",1,16,43,0,0,0,0:04,0,0,13,37,2,4,0,1,14,39,0,0,1,3,1587,"UFC 217: Bisping vs. St-Pierre","TJ Dillashaw","Cody Garbrandt",Bantamweight,KO/TKO,Punch,2,2:41,b3a304eadb9f7fb4
8688,1587,147,1,"TJ Dillashaw",0,9,49,0,0,0,0:00,0,0,3,27,1,9,5,13,9,49,0,0,0,0,1587,"UFC 217: Bisping vs. St-Pierre","TJ Dillashaw","Cody Garbrandt",Bantamweight,KO/TKO,Punch,2,2:41,b3a304eadb9f7fb4
8689,1587,147,2,"Cody Garbrandt",0,3,11,0,0,0,0:00,0,0,3,10,0,1,0,0,3,11,0,0,0,0,1587,"UFC 217: Bisping vs. St-Pierre","TJ Dillashaw","Cody Garbrandt",Bantamweight,KO/TKO,Punch,2,2:41,b3a304eadb9f7fb4
8690,1587,147,2,"TJ Dillashaw",2,14,36,0,1,0,0:07,0,0,9,22,0,3,2,7,5,25,0,0,6,7,1587,"UFC 217: Bisping vs. St-Pierre","TJ Dillashaw","Cody Garbrandt",Bantamweight,KO/TKO,Punch,2,2:41,b3a304eadb9f7fb4
8705,1612,150,1,"Manny Tapia ",0,46,77,1,1,1,1:51,0,1,9,31,2,3,3,3,5,21,4,8,5,8,1612,"WEC 32: Condit vs. Prater","Manny Tapia","Antonio Banuelos",Bantamweight,S-DEC,NULL,3,5:00,cbfbc4d8ff9d7305
8706,1612,150,1,"Antonio Banuelos ",0,24,43,0,1,0,0:33,1,0,12,30,3,3,0,0,5,17,5,10,5,6,1612,"WEC 32: Condit vs. Prater","Manny Tapia","Antonio Banuelos",Bantamweight,S-DEC,NULL,3,5:00,cbfbc4d8ff9d7305
8707,1612,150,2,"Manny Tapia ",1,36,55,0,0,0,0:53,0,0,12,29,4,5,1,1,11,26,5,6,1,3,1612,"WEC 32: Condit vs. Prater","Manny Tapia","Antonio Banuelos",Bantamweight,S-DEC,NULL,3,5:00,cbfbc4d8ff9d7305
8708,1612,150,2,"Antonio Banuelos ",0,15,41,1,1,0,1:12,0,1,5,28,1,3,0,0,3,21,3,10,0,0,1612,"WEC 32: Condit vs. Prater","Manny Tapia","Antonio Banuelos",Bantamweight,S-DEC,NULL,3,5:00,cbfbc4d8ff9d7305
8709,1612,150,3,"Manny Tapia ",0,22,48,0,0,0,0:00,0,0,11,37,3,3,0,0,10,35,4,5,0,0,1612,"WEC 32: Condit vs. Prater","Manny Tapia","Antonio Banuelos",Bantamweight,S-DEC,NULL,3,5:00,cbfbc4d8ff9d7305
8710,1612,150,3,"Antonio Banuelos ",0,19,49,1,5,0,1:19,0,0,9,32,0,1,1,1,6,28,3,5,1,1,1612,"WEC 32: Condit vs. Prater","Manny Tapia","Antonio Banuelos",Bantamweight,S-DEC,NULL,3,5:00,cbfbc4d8ff9d7305
8717,1611,150,1,"Miguel Torres ",0,25,32,0,0,2,0:28,1,0,7,14,3,3,4,4,12,18,1,1,1,2,1611,"WEC 32: Condit vs. Prater","Miguel Torres","Chase Beebe",Bantamweight,SUB,"Guillotine Choke",1,3:59,a611b5916dc411b1
8718,1611,150,1,"Chase Beebe ",0,13,27,2,2,0,1:40,0,1,7,19,1,2,3,4,8,20,0,0,3,5,1611,"WEC 32: Condit vs. Prater","Miguel Torres","Chase Beebe",Bantamweight,SUB,"Guillotine Choke",1,3:59,a611b5916dc411b1
8719,1841,173,1,"Will Ribeiro ",0,10,30,0,0,3,0:28,1,1,5,23,4,6,1,1,8,26,2,4,0,0,1841,"WEC 34: Faber vs. Pulver","Will Ribeiro","Chase Beebe",Bantamweight,S-DEC,NULL,3,5:00,4e4c7cf58dd3b82b
8720,1841,173,1,"Chase Beebe ",0,14,33,3,6,0,2:04,0,1,6,23,2,3,2,3,4,22,4,4,2,3,1841,"WEC 34: Faber vs. Pulver","Will Ribeiro","Chase Beebe",Bantamweight,S-DEC,NULL,3,5:00,4e4c7cf58dd3b82b
8721,1841,173,2,"Will Ribeiro ",0,11,18,1,1,1,0:47,1,0,2,8,2,3,0,0,1,6,1,1,2,4,1841,"WEC 34: Faber vs. Pulver","Will Ribeiro","Chase Beebe",Bantamweight,S-DEC,NULL,3,5:00,4e4c7cf58dd3b82b
8722,1841,173,2,"Chase Beebe ",0,18,28,1,2,0,3:37,1,0,4,7,0,0,0,0,1,1,0,1,3,5,1841,"WEC 34: Faber vs. Pulver","Will Ribeiro","Chase Beebe",Bantamweight,S-DEC,NULL,3,5:00,4e4c7cf58dd3b82b
8723,1841,173,3,"Will Ribeiro ",0,23,59,0,0,1,0:00,0,0,7,38,3,6,1,1,10,41,1,4,0,0,1841,"WEC 34: Faber vs. Pulver","Will Ribeiro","Chase Beebe",Bantamweight,S-DEC,NULL,3,5:00,4e4c7cf58dd3b82b
8724,1841,173,3,"Chase Beebe ",0,31,61,1,4,0,1:35,0,0,7,35,1,2,2,3,6,26,0,2,4,12,1841,"WEC 34: Faber vs. Pulver","Will Ribeiro","Chase Beebe",Bantamweight,S-DEC,NULL,3,5:00,4e4c7cf58dd3b82b
8749,660,60,1,"John Dodson",0,22,30,0,0,0,0:20,0,0,9,17,5,5,1,1,13,20,2,3,0,0,660,"UFC Fight Night: Anderson vs. Blachowicz","John Dodson","Nathaniel Wood",Bantamweight,KO/TKO,Punch,3,0:16,08426f06239d903c
8750,660,60,1,"Nathaniel Wood",0,33,65,1,1,0,0:27,0,0,13,34,4,12,6,9,20,51,2,3,1,1,660,"UFC Fight Night: Anderson vs. Blachowicz","John Dodson","Nathaniel Wood",Bantamweight,KO/TKO,Punch,3,0:16,08426f06239d903c
8751,660,60,2,"John Dodson",0,23,46,0,0,0,1:36,0,0,16,39,0,0,2,2,16,39,2,2,0,0,660,"UFC Fight Night: Anderson vs. Blachowicz","John Dodson","Nathaniel Wood",Bantamweight,KO/TKO,Punch,3,0:16,08426f06239d903c
8752,660,60,2,"Nathaniel Wood",0,33,56,0,0,0,0:21,0,0,9,26,2,3,10,12,18,38,3,3,0,0,660,"UFC Fight Night: Anderson vs. Blachowicz","John Dodson","Nathaniel Wood",Bantamweight,KO/TKO,Punch,3,0:16,08426f06239d903c
8753,660,60,3,"John Dodson",1,12,15,0,0,0,0:03,0,0,6,8,0,0,0,0,2,3,0,0,4,5,660,"UFC Fight Night: Anderson vs. Blachowicz","John Dodson","Nathaniel Wood",Bantamweight,KO/TKO,Punch,3,0:16,08426f06239d903c
8754,660,60,3,"Nathaniel Wood",0,2,3,0,0,0,0:00,0,0,2,3,0,0,0,0,2,3,0,0,0,0,660,"UFC Fight Night: Anderson vs. Blachowicz","John Dodson","Nathaniel Wood",Bantamweight,KO/TKO,Punch,3,0:16,08426f06239d903c
8755,1501,139,1,"Matthew Lopez",0,18,25,3,4,2,2:58,0,2,6,12,3,3,0,0,7,13,0,0,2,2,1501,"UFC Fight Night: Poirier vs. Gaethje","Alejandro Perez","Matthew Lopez",Bantamweight,KO/TKO,Punches,2,3:42,bd1e01de1f24962b
8756,1501,139,1,"Alejandro Perez",0,45,66,0,1,0,0:23,0,0,3,16,0,0,5,8,6,22,2,2,0,0,1501,"UFC Fight Night: Poirier vs. Gaethje","Alejandro Perez","Matthew Lopez",Bantamweight,KO/TKO,Punches,2,3:42,bd1e01de1f24962b
8757,1501,139,2,"Matthew Lopez",0,14,22,0,3,0,0:08,0,0,8,16,4,4,1,1,12,20,1,1,0,0,1501,"UFC Fight Night: Poirier vs. Gaethje","Alejandro Perez","Matthew Lopez",Bantamweight,KO/TKO,Punches,2,3:42,bd1e01de1f24962b
8758,1501,139,2,"Alejandro Perez",0,36,76,0,0,0,0:05,0,0,24,63,8,8,4,5,33,70,3,6,0,0,1501,"UFC Fight Night: Poirier vs. Gaethje","Alejandro Perez","Matthew Lopez",Bantamweight,KO/TKO,Punches,2,3:42,bd1e01de1f24962b
8759,3182,293,1,"Brad Katona",0,45,64,0,1,0,0:00,0,0,18,33,6,7,13,14,31,48,2,2,4,4,3182,"UFC 231: Holloway vs. Ortega","Brad Katona","Matthew Lopez",Bantamweight,U-DEC,NULL,3,5:00,41feee2c08af2235
8760,3182,293,1,"Matthew Lopez",0,30,61,1,2,0,0:24,0,0,19,39,8,16,1,1,26,54,2,2,0,0,3182,"UFC 231: Holloway vs. Ortega","Brad Katona","Matthew Lopez",Bantamweight,U-DEC,NULL,3,5:00,41feee2c08af2235
8761,3182,293,2,"Brad Katona",0,25,52,0,0,0,0:00,0,0,11,32,3,8,9,10,21,47,1,1,1,2,3182,"UFC 231: Holloway vs. Ortega","Brad Katona","Matthew Lopez",Bantamweight,U-DEC,NULL,3,5:00,41feee2c08af2235
8762,3182,293,2,"Matthew Lopez",0,20,37,2,2,0,0:31,0,1,13,26,4,8,1,1,18,34,0,0,0,1,3182,"UFC 231: Holloway vs. Ortega","Brad Katona","Matthew Lopez",Bantamweight,U-DEC,NULL,3,5:00,41feee2c08af2235
8763,3182,293,3,"Brad Katona",0,16,54,0,2,0,0:13,0,0,11,41,3,11,2,2,15,51,1,3,0,0,3182,"UFC 231: Holloway vs. Ortega","Brad Katona","Matthew Lopez",Bantamweight,U-DEC,NULL,3,5:00,41feee2c08af2235
8764,3182,293,3,"Matthew Lopez",0,29,57,1,2,1,0:00,0,0,9,34,5,7,9,10,21,46,1,4,1,1,3182,"UFC 231: Holloway vs. Ortega","Brad Katona","Matthew Lopez",Bantamweight,U-DEC,NULL,3,5:00,41feee2c08af2235
8765,1348,125,1,"John Dodson",0,22,59,0,0,0,0:00,0,0,10,46,6,7,6,6,22,56,0,3,0,0,1348,"UFC 222: Cyborg vs. Kunitskaya","John Dodson","Pedro Munhoz",Bantamweight,S-DEC,NULL,3,5:00,c73b81e7c1c1cccc
8766,1348,125,1,"Pedro Munhoz",0,13,40,0,0,0,0:00,0,0,3,16,6,15,4,9,13,40,0,0,0,0,1348,"UFC 222: Cyborg vs. Kunitskaya","John Dodson","Pedro Munhoz",Bantamweight,S-DEC,NULL,3,5:00,c73b81e7c1c1cccc
8767,1348,125,2,"John Dodson",0,33,70,0,0,0,0:00,0,0,20,55,12,14,1,1,33,70,0,0,0,0,1348,"UFC 222: Cyborg vs. Kunitskaya","John Dodson","Pedro Munhoz",Bantamweight,S-DEC,NULL,3,5:00,c73b81e7c1c1cccc
8768,1348,125,2,"Pedro Munhoz",0,35,65,0,0,0,0:00,0,0,19,44,13,17,2,3,31,60,3,4,0,0,1348,"UFC 222: Cyborg vs. Kunitskaya","John Dodson","Pedro Munhoz",Bantamweight,S-DEC,NULL,3,5:00,c73b81e7c1c1cccc
8769,1348,125,3,"John Dodson",0,21,55,0,0,0,0:00,0,0,17,50,4,5,0,0,21,55,0,0,0,0,1348,"UFC 222: Cyborg vs. Kunitskaya","John Dodson","Pedro Munhoz",Bantamweight,S-DEC,NULL,3,5:00,c73b81e7c1c1cccc
8770,1348,125,3,"Pedro Munhoz",0,25,71,1,1,0,1:02,0,0,17,58,2,7,3,3,19,65,1,1,2,2,1348,"UFC 222: Cyborg vs. Kunitskaya","John Dodson","Pedro Munhoz",Bantamweight,S-DEC,NULL,3,5:00,c73b81e7c1c1cccc
8771,2927,271,1,"Raphael Assuncao",0,40,78,0,0,0,0:00,0,0,29,61,2,5,9,12,40,78,0,0,0,0,2927,"UFC 170: Rousey vs McMann","Raphael Assuncao","Pedro Munhoz",Bantamweight,U-DEC,NULL,3,5:00,faaa7340f4ede814
8772,2927,271,1,"Pedro Munhoz",0,13,43,0,0,0,0:00,0,0,3,25,3,5,7,13,13,43,0,0,0,0,2927,"UFC 170: Rousey vs McMann","Raphael Assuncao","Pedro Munhoz",Bantamweight,U-DEC,NULL,3,5:00,faaa7340f4ede814
8773,2927,271,2,"Raphael Assuncao",0,37,62,2,2,0,1:56,0,0,16,36,0,1,7,8,12,28,0,0,11,17,2927,"UFC 170: Rousey vs McMann","Raphael Assuncao","Pedro Munhoz",Bantamweight,U-DEC,NULL,3,5:00,faaa7340f4ede814
8774,2927,271,2,"Pedro Munhoz",0,15,32,0,0,1,0:00,0,0,1,11,4,8,4,6,9,23,0,2,0,0,2927,"UFC 170: Rousey vs McMann","Raphael Assuncao","Pedro Munhoz",Bantamweight,U-DEC,NULL,3,5:00,faaa7340f4ede814
8775,2927,271,3,"Raphael Assuncao",0,39,85,1,1,0,0:08,0,1,28,73,6,6,3,4,35,78,1,4,1,1,2927,"UFC 170: Rousey vs McMann","Raphael Assuncao","Pedro Munhoz",Bantamweight,U-DEC,NULL,3,5:00,faaa7340f4ede814
8776,2927,271,3,"Pedro Munhoz",0,13,34,0,1,0,0:00,0,0,2,20,5,8,4,4,11,32,0,0,0,0,2927,"UFC 170: Rousey vs McMann","Raphael Assuncao","Pedro Munhoz",Bantamweight,U-DEC,NULL,3,5:00,faaa7340f4ede814
8777,713,64,1,"Pedro Munhoz",0,16,52,0,1,0,0:00,0,0,6,32,3,11,7,9,16,52,0,0,0,0,713,"UFC Fight Night: Belfort vs Henderson","Jimmie Rivera","Pedro Munhoz",Bantamweight,S-DEC,NULL,3,5:00,d2198a7ae05b24c1
8778,713,64,1,"Jimmie Rivera",0,35,88,0,1,0,0:00,0,0,25,71,5,12,5,5,35,88,0,0,0,0,713,"UFC Fight Night: Belfort vs Henderson","Jimmie Rivera","Pedro Munhoz",Bantamweight,S-DEC,NULL,3,5:00,d2198a7ae05b24c1
8779,713,64,2,"Pedro Munhoz",0,24,61,0,4,0,0:04,0,0,8,36,8,16,7,8,22,59,1,1,0,0,713,"UFC Fight Night: Belfort vs Henderson","Jimmie Rivera","Pedro Munhoz",Bantamweight,S-DEC,NULL,3,5:00,d2198a7ae05b24c1
8780,713,64,2,"Jimmie Rivera",0,35,71,0,1,0,0:09,0,0,25,55,6,12,2,2,31,64,2,5,0,0,713,"UFC Fight Night: Belfort vs Henderson","Jimmie Rivera","Pedro Munhoz",Bantamweight,S-DEC,NULL,3,5:00,d2198a7ae05b24c1
8781,713,64,3,"Pedro Munhoz",0,27,71,0,2,0,0:05,0,0,17,52,3,9,7,10,26,70,1,1,0,0,713,"UFC Fight Night: Belfort vs Henderson","Jimmie Rivera","Pedro Munhoz",Bantamweight,S-DEC,NULL,3,5:00,d2198a7ae05b24c1
8782,713,64,3,"Jimmie Rivera",0,28,76,0,1,0,0:00,0,0,19,63,6,10,3,3,28,76,0,0,0,0,713,"UFC Fight Night: Belfort vs Henderson","Jimmie Rivera","Pedro Munhoz",Bantamweight,S-DEC,NULL,3,5:00,d2198a7ae05b24c1
8783,3017,279,1,"TJ Dillashaw",0,37,56,1,1,0,1:34,0,2,6,21,4,5,3,4,11,24,0,0,2,6,3017,"UFC 207: Nunes vs. Rousey","TJ Dillashaw","John Lineker",Bantamweight,U-DEC,NULL,3,5:00,7f663d67422c1b24
8784,3017,279,1,"John Lineker",0,12,40,1,2,0,0:05,0,0,6,28,6,12,0,0,11,35,0,3,1,2,3017,"UFC 207: Nunes vs. Rousey","TJ Dillashaw","John Lineker",Bantamweight,U-DEC,NULL,3,5:00,7f663d67422c1b24
8785,3017,279,2,"TJ Dillashaw",0,98,131,2,2,0,3:47,0,5,33,47,4,4,0,0,4,9,0,0,33,42,3017,"UFC 207: Nunes vs. Rousey","TJ Dillashaw","John Lineker",Bantamweight,U-DEC,NULL,3,5:00,7f663d67422c1b24
8786,3017,279,2,"John Lineker",0,19,31,0,0,0,0:00,0,0,6,12,2,4,1,1,5,13,0,0,4,4,3017,"UFC 207: Nunes vs. Rousey","TJ Dillashaw","John Lineker",Bantamweight,U-DEC,NULL,3,5:00,7f663d67422c1b24
8787,3017,279,3,"TJ Dillashaw",0,42,62,2,3,1,1:32,0,1,14,30,2,3,5,5,10,26,0,0,11,12,3017,"UFC 207: Nunes vs. Rousey","TJ Dillashaw","John Lineker",Bantamweight,U-DEC,NULL,3,5:00,7f663d67422c1b24
8788,3017,279,3,"John Lineker",0,20,36,0,0,0,0:13,0,0,6,13,11,20,0,0,17,33,0,0,0,0,3017,"UFC 207: Nunes vs. Rousey","TJ Dillashaw","John Lineker",Bantamweight,U-DEC,NULL,3,5:00,7f663d67422c1b24
8789,1531,142,1,"John Lineker",0,28,75,0,0,0,0:00,0,0,12,48,12,20,4,7,28,74,0,1,0,0,1531,"UFC Fight Night: Jacare vs. Hermansson","Cory Sandhagen","John Lineker",Bantamweight,S-DEC,NULL,3,5:00,bcb697c4317f0997
8790,1531,142,1,"Cory Sandhagen",0,36,86,0,1,0,0:00,0,0,20,63,7,13,9,10,35,85,1,1,0,0,1531,"UFC Fight Night: Jacare vs. Hermansson","Cory Sandhagen","John Lineker",Bantamweight,S-DEC,NULL,3,5:00,bcb697c4317f0997
8791,1531,142,2,"John Lineker",0,29,68,1,2,0,0:14,0,0,17,51,11,16,1,1,29,67,0,1,0,0,1531,"UFC Fight Night: Jacare vs. Hermansson","Cory Sandhagen","John Lineker",Bantamweight,S-DEC,NULL,3,5:00,bcb697c4317f0997
8792,1531,142,2,"Cory Sandhagen",0,44,81,1,2,0,0:20,0,0,18,54,6,7,12,12,36,72,0,1,0,0,1531,"UFC Fight Night: Jacare vs. Hermansson","Cory Sandhagen","John Lineker",Bantamweight,S-DEC,NULL,3,5:00,bcb697c4317f0997
8793,1531,142,3,"John Lineker",0,49,113,0,0,1,0:00,0,0,28,78,16,28,5,7,48,109,1,4,0,0,1531,"UFC Fight Night: Jacare vs. Hermansson","Cory Sandhagen","John Lineker",Bantamweight,S-DEC,NULL,3,5:00,bcb697c4317f0997
8794,1531,142,3,"Cory Sandhagen",0,48,116,1,1,0,0:16,0,0,34,101,3,3,11,12,48,116,0,0,0,0,1531,"UFC Fight Night: Jacare vs. Hermansson","Cory Sandhagen","John Lineker",Bantamweight,S-DEC,NULL,3,5:00,bcb697c4317f0997
8805,2428,228,1,"Dominick Cruz",0,40,55,1,2,0,2:17,0,2,7,18,6,6,2,2,9,20,3,3,3,3,2428,"UFC LIVE 6: Cruz vs Johnson","Dominick Cruz","Demetrious Johnson",Bantamweight,U-DEC,NULL,5,5:00,e2433610f128d963
8806,2428,228,1,"Demetrious Johnson",0,34,55,1,3,0,0:59,0,0,10,30,6,6,2,2,14,34,4,4,0,0,2428,"UFC LIVE 6: Cruz vs Johnson","Dominick Cruz","Demetrious Johnson",Bantamweight,U-DEC,NULL,5,5:00,e2433610f128d963
8807,2428,228,2,"Dominick Cruz",0,31,45,2,5,0,2:01,0,0,5,17,13,13,0,0,4,16,12,12,2,2,2428,"UFC LIVE 6: Cruz vs Johnson","Dominick Cruz","Demetrious Johnson",Bantamweight,U-DEC,NULL,5,5:00,e2433610f128d963
8808,2428,228,2,"Demetrious Johnson",0,36,59,0,3,0,1:02,0,0,5,21,8,10,2,3,9,27,6,7,0,0,2428,"UFC LIVE 6: Cruz vs Johnson","Dominick Cruz","Demetrious Johnson",Bantamweight,U-DEC,NULL,5,5:00,e2433610f128d963
8809,2428,228,3,"Dominick Cruz",0,20,33,2,3,1,2:44,0,1,4,14,4,5,1,1,5,14,4,4,0,2,2428,"UFC LIVE 6: Cruz vs Johnson","Dominick Cruz","Demetrious Johnson",Bantamweight,U-DEC,NULL,5,5:00,e2433610f128d963
8810,2428,228,3,"Demetrious Johnson",0,29,51,0,0,0,0:35,0,0,4,19,5,7,2,3,6,22,5,7,0,0,2428,"UFC LIVE 6: Cruz vs Johnson","Dominick Cruz","Demetrious Johnson",Bantamweight,U-DEC,NULL,5,5:00,e2433610f128d963
8811,2428,228,4,"Dominick Cruz",0,31,54,2,4,0,2:27,0,3,5,23,2,4,2,2,6,26,3,3,0,0,2428,"UFC LIVE 6: Cruz vs Johnson","Dominick Cruz","Demetrious Johnson",Bantamweight,U-DEC,NULL,5,5:00,e2433610f128d963
8812,2428,228,4,"Demetrious Johnson",0,17,48,0,0,0,0:01,0,0,1,25,2,5,4,7,7,36,0,1,0,0,2428,"UFC LIVE 6: Cruz vs Johnson","Dominick Cruz","Demetrious Johnson",Bantamweight,U-DEC,NULL,5,5:00,e2433610f128d963
8813,2428,228,5,"Dominick Cruz",0,24,39,3,5,0,3:12,0,2,5,11,2,2,2,2,6,12,3,3,0,0,2428,"UFC LIVE 6: Cruz vs Johnson","Dominick Cruz","Demetrious Johnson",Bantamweight,U-DEC,NULL,5,5:00,e2433610f128d963
8814,2428,228,5,"Demetrious Johnson",0,29,60,0,0,0,0:20,0,0,8,34,3,4,1,1,9,33,3,6,0,0,2428,"UFC LIVE 6: Cruz vs Johnson","Dominick Cruz","Demetrious Johnson",Bantamweight,U-DEC,NULL,5,5:00,e2433610f128d963
8931,2289,215,1,"Johnny Bedford",0,7,11,0,0,0,0:00,0,0,5,9,2,2,0,0,3,4,4,7,0,0,2289,"UFC Fight Night: Swanson vs Stephens","Cody Gibson","Johnny Bedford",Bantamweight,KO/TKO,Punch,1,0:38,4eae10815ebe78e3
8932,2289,215,1,"Cody Gibson",1,3,8,0,0,0,0:04,0,0,2,6,0,1,1,1,2,5,1,2,0,1,2289,"UFC Fight Night: Swanson vs Stephens","Cody Gibson","Johnny Bedford",Bantamweight,KO/TKO,Punch,1,0:38,4eae10815ebe78e3
8945,31,3,1,"Rani Yahya",0,20,32,1,3,0,1:47,1,0,8,19,3,4,6,6,15,27,0,0,2,2,31,"UFC Fight Night: Lee vs. Oliveira","Rani Yahya","Enrique Barzola",Bantamweight,M-DEC,NULL,3,5:00,e2503ed6a1f9257d
8946,31,3,1,"Enrique Barzola",0,33,49,0,1,0,1:04,0,0,6,16,4,5,0,0,5,16,1,1,4,4,31,"UFC Fight Night: Lee vs. Oliveira","Rani Yahya","Enrique Barzola",Bantamweight,M-DEC,NULL,3,5:00,e2503ed6a1f9257d
8947,31,3,2,"Rani Yahya",0,35,44,1,1,0,3:01,0,3,4,8,2,3,1,2,4,9,1,1,2,3,31,"UFC Fight Night: Lee vs. Oliveira","Rani Yahya","Enrique Barzola",Bantamweight,M-DEC,NULL,3,5:00,e2503ed6a1f9257d
8948,31,3,2,"Enrique Barzola",0,30,42,1,1,0,0:59,1,1,5,15,1,1,0,1,3,14,0,0,3,3,31,"UFC Fight Night: Lee vs. Oliveira","Rani Yahya","Enrique Barzola",Bantamweight,M-DEC,NULL,3,5:00,e2503ed6a1f9257d
8949,31,3,3,"Rani Yahya",0,3,7,0,1,0,0:00,0,0,0,3,0,0,0,0,0,2,0,1,0,0,31,"UFC Fight Night: Lee vs. Oliveira","Rani Yahya","Enrique Barzola",Bantamweight,M-DEC,NULL,3,5:00,e2503ed6a1f9257d
8950,31,3,3,"Enrique Barzola",0,85,96,0,0,1,4:46,0,4,28,34,13,14,0,0,2,6,0,0,39,42,31,"UFC Fight Night: Lee vs. Oliveira","Rani Yahya","Enrique Barzola",Bantamweight,M-DEC,NULL,3,5:00,e2503ed6a1f9257d
8973,276,27,1,"Rob Font",0,50,113,1,1,0,1:30,0,0,30,92,14,15,4,4,43,101,0,0,5,10,276,"UFC Fight Night: Lee vs. Iaquinta","Rob Font","Sergio Pettis",Bantamweight,U-DEC,NULL,3,5:00,4da4c5ef6a4ffc5b
8974,276,27,1,"Sergio Pettis",0,32,73,0,1,0,0:00,0,0,17,56,5,5,4,4,26,63,0,0,0,2,276,"UFC Fight Night: Lee vs. Iaquinta","Rob Font","Sergio Pettis",Bantamweight,U-DEC,NULL,3,5:00,4da4c5ef6a4ffc5b
8975,276,27,2,"Rob Font",0,37,82,0,2,1,0:23,1,1,29,72,6,8,2,2,37,82,0,0,0,0,276,"UFC Fight Night: Lee vs. Iaquinta","Rob Font","Sergio Pettis",Bantamweight,U-DEC,NULL,3,5:00,4da4c5ef6a4ffc5b
8976,276,27,2,"Sergio Pettis",0,27,73,1,1,0,0:16,0,1,23,68,1,2,3,3,27,73,0,0,0,0,276,"UFC Fight Night: Lee vs. Iaquinta","Rob Font","Sergio Pettis",Bantamweight,U-DEC,NULL,3,5:00,4da4c5ef6a4ffc5b
8977,276,27,3,"Rob Font",0,31,60,1,1,0,2:58,0,1,20,48,5,5,1,1,22,44,1,1,3,9,276,"UFC Fight Night: Lee vs. Iaquinta","Rob Font","Sergio Pettis",Bantamweight,U-DEC,NULL,3,5:00,4da4c5ef6a4ffc5b
8978,276,27,3,"Sergio Pettis",0,29,60,0,0,0,0:00,0,0,13,41,1,2,4,4,18,47,0,0,0,0,276,"UFC Fight Night: Lee vs. Iaquinta","Rob Font","Sergio Pettis",Bantamweight,U-DEC,NULL,3,5:00,4da4c5ef6a4ffc5b
8983,1041,95,1,"Jimmie Rivera",2,22,56,0,1,0,0:10,0,0,8,37,7,11,7,8,18,52,1,1,3,3,1041,"UFC Fight Night: Weidman vs. Gastelum","Jimmie Rivera","Thomas Almeida",Bantamweight,U-DEC,NULL,3,5:00,7c23770c639dcd22
